sentence1	sentence2	label
Airways A.S. memesan 85 jet Bombardier dengan 50 kursi dan 75 kursi dan 85 jet Embraer dengan 70 kursi, katanya dalam rilis.	Bombardier dan Embraer masing-masing akan mengirimkan 85 jet pada September 2006, Airways AS mengatakan dalam rilisnya.	0
Akuisisi ini telah disetujui oleh dewan direksi kedua perusahaan dan diperkirakan akan ditutup pada kuartal ketiga tahun ini.	Akuisisi Nvidia telah disetujui oleh direktur di kedua perusahaan, dan diperkirakan akan ditutup pada kuartal ketiga Nvidia tahun fiskal 2004.	1
Kilau berusia 39 tahun itu awalnya memberi polisi nama palsu, tetapi kemudian mengungkapkan identitas aslinya.	Barrera mengatakan Luster memberi polisi nama palsu segera setelah penangkapannya pada hari Rabu tetapi kemudian mengungkapkan identitas aslinya.	1
Dalam sebuah pernyataan yang didistribusikan pada hari Jumat, 28 organisasi non-pemerintah Chechen mengatakan mereka akan memboikot pemungutan suara.	Dalam sebuah pernyataan yang didistribusikan hari ini, 28 organisasi non-pemerintah Chechen mengatakan mereka akan memboikot pemungutan suara dan memperingatkan para pemilih untuk mengharapkan penipuan.	0
Jika perusahaan tidak mau, obat-obatan mereka dapat diresepkan untuk pasien Medicaid hanya dengan negara-orang-SO.	Jika sebuah perusahaan tidak akan melakukannya, obat-obatannya dapat diresepkan untuk pasien Medicaid hanya dengan negara-orang-SO.	1
Loyalis Saddam telah disalahkan karena menyabot infrastruktur negara, serta sering serangan terhadap tentara AS.	Loyalis Hussein telah disalahkan karena menyabot infrastruktur negara dan menyerang tentara AS.	1
"""Ini mata hitam yang sangat besar,"" kata Ketua Perusahaan New York Times, Arthur Sulzberger."	"""Ini mata hitam yang sangat besar,"" kata penerbit Arthur Ochs Sulzberger Jr., yang keluarganya telah mengendalikan kertas sejak 1896."	0
Penyanyi Brandy dan suaminya, Robert Smith, menyebutnya berhenti.	Brandy dan suaminya membagi bintang Brandy dan Robert Smith, suaminya selama dua tahun telah berpisah.	1
"Dia memberi tahu Murray, ""Kami ... kami memiliki ... udara segar turun dengan cepat!"""	"""Udara segar turun dengan cepat!""Dia berteriak pada Murray."	1
"""Kampanye Presiden pada tahun 2000 menetapkan standar untuk pengungkapan dalam penggalangan dana politik, dan kampanye akan kembali pada tahun 2004,"" kata juru bicara kampanye Bush Dan Ronayne."	"""Kampanye Presiden pada tahun 2000 menetapkan standar untuk pengungkapan dalam penggabungan dana politik dan kampanye akan kembali pada tahun 2004,"" kata Dan Ronayne, juru bicara kampanye."	1
"Pada 11 April, Walikota Bart Peterson mengatakan ""tidak dapat dibayangkan"" bahwa maskapai akan melanjutkan operasi di pangkalan yang telah mempekerjakan 1.500 pekerja, termasuk 1.100 mekanik."	Pada 11 April, Walikota Bart Peterson mengakui bahwa nasib fasilitas itu tidak bisa dihindari, membatalkan harapan 1.500 pekerja lokal maskapai, termasuk 1.100 mekanik.	1
Dotson ditangkap Senin di negara asalnya Maryland dan didakwa melakukan pembunuhan.	Dotson, 21, kemudian didakwa dengan pembunuhan Dennehy.	0
Kerabat terdekatnya adalah katak keluarga yang disebut Sooglossidae yang hanya ditemukan di Seychelles di Samudra Hindia.	Kerabat terdekatnya ditemukan di kepulauan Seychelles, dekat Madagaskar di Samudra Hindia.	1
Lain dalam kondisi serius di Northwest Medical Center di Springdale.	Di Northwest Medical Center di Washington County di Springdale, satu anak dalam kondisi serius.	1
Dengan pengecualian menari, aktivitas fisik tidak mengurangi risiko.	Menari adalah satu-satunya aktivitas fisik yang terkait dengan risiko demensia yang lebih rendah.	1
Catatan 1 5/8 persen matang pada April 2005 memperoleh 1/16 menjadi 100 13/32, menurunkan hasil 1 basis poin menjadi 1,41 persen.	Hasil pada catatan 3 persen matang pada 2008 turun 22 basis poin menjadi 2,61 persen.	0
Bush telah berusaha untuk menyimpan surat-suratnya di perpustakaan presiden ayahnya, di mana mereka akan tetap rahasia selama setengah abad.	Di Texas, kelompok pengawas publik menentang upaya Mr. Bush untuk menampung surat-suratnya di perpustakaan presiden ayahnya, di mana mereka akan tetap rahasia selama setengah abad.	0
Williams berkulit putih, dan empat korbannya berkulit hitam;yang kelima putih.	Empat dari mereka yang terbunuh oleh Williams berkulit hitam;Yang lainnya putih.	1
Sidang tentang masalah ini diadakan Kamis pagi di Pengadilan Tinggi Kabupaten Fulton, menandai salah satu langkah awal dalam memutuskan kasus Matthew Whitley.	Sidang Kamis pagi di hadapan Hakim Elizabeth Long di Pengadilan Tinggi Kabupaten Fulton menandai salah satu langkah pertama dalam memutuskan kasus Matthew Whitley.	1
Seni membantu melatih kaum muda di tim sepak bola kelas delapan di Lombardi Middle School di Green Bay.	Bocah itu adalah seorang siswa di Lombardi Middle School di Green Bay.	0
Atlantic Coast akan melanjutkan operasinya sebagai pembawa Delta Connections.	Ini akan melanjutkan layanan regionalnya untuk Delta Air Lines Dal.N, kata Atlantic Coast.	1
"""Sungguh menakjubkan menjadi bagian dari industri yang memberi penghargaan pada anak-anaknya,"" kata Hernandez, yang merupakan lulusan baru dari Parsons School of Design."	"""Sungguh menakjubkan menjadi bagian dari industri yang memberi penghargaan pada anak-anaknya,"" kata Hernandez, yang hanya lulus dari Parsons School of Design Mei lalu."	1
Pengusaha flamboyan menandai rencana itu setelah pertemuan di London dengan Menteri Pariwisata Australia Joe Hockey.	Sir Richard berbicara setelah pertemuan di London dengan Menteri Pariwisata Australia Joe Hockey.	1
Ryan Harvey, pemain luar dari Dunedin High School di Florida, terpilih dengan pick keenam oleh Chicago Cubs.	Ryan Harvey, pemain luar sekolah menengah dari Florida, dipilih keenam oleh Cubs.	1
Pada pukul 8 pagi hari Jumat, deputi sheriff Kabupaten San Joaquin menemukan mayat Adan Avalos, 37.	Deputi Sheriff Kabupaten San Joaquin menemukan Adan Avalos dari Riverbank yang berusia 37 tahun ditembak mati di dalam SUV.	0
Saham teknologi membentuk 42 persen dari NASDAQ, yang turun 49,95 poin, atau 2,9 persen, menjadi 1.698,02.	NASDAQ turun 49,95 poin, atau 2,86 persen, berakhir pada 1.698,02, berdasarkan data terbaru yang tersedia.	0
Thomas bergabung penuh oleh Rehnquist, dan di beberapa bagian oleh O'Connor dan Scalia.	Dia bergabung dengan Ketua Hakim William H. Rehnquist dan Hakim Agung Sandra Day O'Connor dan Antonin Scalia.	1
Sebagian besar dana, sekitar $ 65 miliar, akan digunakan untuk operasi militer di Irak dan Afghanistan.	Sebagian besar RUU - $ 64,7 miliar - digunakan untuk operasi militer terutama di Irak dan Afghanistan.	1
Kemampuan baru akan memberikan pelanggan IBM cara untuk membuat, menerbitkan, mengelola, dan mengarsipkan konten berbasis web dalam lingkungan intranet, ekstranet, dan internet perusahaan.	Produk ini akan ditargetkan pada perusahaan yang perlu membuat, menerbitkan, mengelola, dan mengarsipkan konten berbasis web dalam lingkungan intranet, ekstranet, dan internet perusahaan.	1
"Ketika Anda melewati batas, Anda melanggar hak konstitusional, ""kata Charles Weisselberg, seorang profesor hukum UC Berkeley."	"Ketika Anda melewati batas, Anda melanggar hak konstitusional, ""kata Charles Weisselberg, yang mengajar hukum di University of California, Berkeley."	1
Pembangkit listrik berbahan bakar gas alam senilai $ 500 juta, misalnya, dapat menggantikan hingga $ 100 juta dalam boiler setiap tahun tanpa menambahkan kontrol kabut asap baru.	Pembangkit listrik tenaga batu bara senilai $ 500 juta, misalnya, dapat menggantikan $ 100 juta peralatan setiap tahun tanpa menambahkan kontrol polusi baru.	1
Pada hari Minggu, para ahli akan melakukan rilis simultan pertama dari lima paus dari satu insiden untai di Amerika Serikat.	Hari ini, para ahli akan melakukan pelepasan lima paus pertama di Amerika Serikat dari satu insiden yang terdampar.	1
Saham AstraZeneca Azn.N, pembuat obat terbesar kedua di Eropa, naik 3,71 persen menjadi ditutup pada $ 43,05 di New York Stock Exchange.	Saham AstraZeneca, perusahaan obat terbesar kedua di Eropa, naik 3 persen di New York Stock Exchange setelah berita.	0
Gubernur Rick Perry mengatakan bahwa sementara ia menentang ekspansi perjudian, ia akan enggan memveto kelanjutan Komisi Lotere.	"Gubernur Rick Perry menentang perluasan perjudian tetapi mengatakan dia akan ""kesulitan"" untuk memveto tagihan matahari terbenam lotere."	1
"""Pemadaman ini sebagian besar dapat dicegah,"" kata Sekretaris Energi Spencer Abraham."	"""Hal -hal yang salah,"" kata Sekretaris Energi A.S. Spencer Abraham, Rabu, di Departemen Energi."	0
Topan Maemi kemudian pindah ke lautan Jepang, di mana ia melemah, kata departemen meteorologi.	Topan Maemi pada Sabtu malam bergerak di atas lautan Jepang, di mana ia telah melemah, kata departemen meteorologi.	1
Bersama dengan Chip.m.aker Intel, perusahaan-perusahaan termasuk Sony Corp, Microsoft Corp, Hewlett-Packard Co., International Business Machines Corp, Gateway Inc., Nokia Corp dan lainnya.	Bersama dengan pembuat chip Intel, perusahaan-perusahaan termasuk Sony, Microsoft, Hewlett-Packard, Mesin Bisnis Internasional, Gateway, Nokia dan lainnya.	1
Pejabat mengembangkan rencana untuk membakar sekitar 2.000 hektar hutan lebat di dekat perbatasan barat daya taman dengan menjatuhkan perangkat pembakar, berharap untuk membakar bahan bakar dari jalur kebakaran hutan.	Pejabat secara tentatif berencana untuk membakar sekitar 2.000 hektar hutan lebat dengan menjatuhkan perangkat pembakar dari udara, yang bertujuan untuk menghilangkan bahan bakar dari jalur api.	1
"Pada malam terakhir protes, para demonstran ""mengetuk telepon kami, membaca surat kami, leiu harus masuk penjara."""	"Para pengunjuk rasa meneriakkan, ""Mengetuk telepon kami, membaca surat kami, leiu harus masuk penjara,"" memakai sandiwara kecil dan menari ke drumbeats."	0
"""Masih harus dilihat apakah pemulihan pendapatan akan berumur pendek atau berumur panjang,"" kata Mr. Sprayregen."	"""Masih harus dilihat apakah pemulihan pendapatan akan berumur pendek atau lama,"" kata James Sprayregen, pengacara kebangkrutan UAL, di pengadilan."	1
Sekitar 14.000 pelanggan tidak memiliki daya di daerah tersebut, kata Oklahoma Gas dan Electric.	Sekitar 38.000 pelanggan OGE Energy Corp tidak memiliki daya, kata perusahaan itu di situs webnya.	1
"""Prakiraan SIA mencerminkan realitas baru industri semikonduktor dengan tingkat pertumbuhan 8-10 persen"", George Scalise, presiden asosiasi perdagangan, mengatakan dalam sebuah pernyataan."	"""Prakiraan SIA mencerminkan realitas baru industri semikonduktor dengan tingkat pertumbuhan 8-10 persen"", kata George Scalise, presiden asosiasi."	1
Delapan puluh enam pekerja yang terluka serius di AS diterbangkan untuk perawatan medis.	Delapan puluh enam pekerja AS yang terluka dalam pemboman Selasa diterbangkan untuk perawatan medis.	1
Burns percaya bahwa mengaku kejahatan yang tidak dilakukannya adalah satu-satunya jalan keluar, kata Richardson.	Untuk luka bakar yang ketakutan, Richardson mengatakan, mengakui kejahatan yang tidak dilakukannya tampak seperti satu-satunya.	1
Panggilan telepon ke kantor Spitzer, Citigroup dan Goldman Sachs tidak segera dikembalikan.	Sebuah pesan yang tersisa dengan kantor Spitzer serta Citigroup dan Goldman Sachs tidak segera dikembalikan.	1
Sebaliknya, Pengadilan Tinggi mengatakan bahwa pembuat obat tidak secara memadai menunjukkan mengapa rencana tersebut harus dicegah untuk tidak berlaku.	Stevens mengatakan bahwa produsen obat tidak menunjukkan mengapa rencana tersebut harus dicegah agar tidak berlaku.	1
Pakar medis mengatakan kondisinya agak mengkhawatirkan tetapi mudah dikelola.	Pakar medis mengatakan masalah Blair mengkhawatirkan tetapi relatif umum dan mudah dikelola.	1
Joan B. Kroc, miliarder janda pendiri McDonald's Corp. Ray Kroc, meninggal pada hari Minggu setelah pertarungan singkat dengan kanker otak.	Joan B. Kroc, janda miliarder pendiri McDonald's Ray Kroc yang dikenal karena filantropinya, meninggal pada hari Minggu karena kanker otak.	1
Perusahaan telah memperluas untuk menyediakan layanan lain untuk pembeli, termasuk layanan pembayaran.	Perusahaan telah memperluas layanan dasar tersebut, menawarkan pembayaran dan bahkan pembiayaan.	1
Seorang ibu Lamar yang ditangkap pada hari Sabtu di Colorado Springs dituduh menenggelamkan kedua anaknya di bak mandi sebelum menggorok pergelangan tangannya.	Seorang ibu dua anak berusia 32 tahun diduga menenggelamkan anak-anaknya di bak mandi sebelum menebas pergelangan tangannya dalam upaya bunuh diri yang gagal, kata polisi.	1
Dia dikelilingi oleh sekitar 50 wanita yang menyesal melakukan aborsi.	Dia dikelilingi oleh sekitar 50 wanita yang melakukan aborsi tetapi sekarang menyesal melakukannya.	1
Cooley mengatakan dia berharap Muhammad juga akan disebut sebagai saksi pada sidang praperadilan untuk Malvo.	Lee Boyd Malvo akan dipanggil sebagai saksi Rabu dalam sidang praperadilan untuk sesama tersangka penembak jitu John Allen Muhammad.	0
Pengungkapan pengeluaran mengejutkan beberapa karyawan di Delta, sebuah maskapai penerbangan yang memotong pekerjaan saat berjuang dengan peningkatan biaya keamanan dan lebih sedikit penumpang.	Pengungkapan pengeluaran mengejutkan beberapa karyawan di Delta, sebuah maskapai yang telah membukukan kerugian besar dan memotong pekerjaan karena berjuang dengan peningkatan biaya keamanan dan lebih sedikit penumpang.	1
Pencarian itu terkonsentrasi di Timur Laut Pennsylvania, tetapi polisi polisi negara bagian Tom Kelly mengakui bahwa Selenski bisa menempuh perjalanan ratusan mil sekarang.	Pencarian itu terkonsentrasi di timur laut Pennsylvania, tetapi polisi polisi negara bagian Tom Kelly mengakui bahwa Selenski bisa keluar dari daerah itu.	1
Perhitungan menunjukkan bahwa jumlah kematian akibat pneumonia dan influenza telah melampaui jumlah yang biasa selama beberapa minggu terakhir.	Salah satunya adalah perhitungan statistik berdasarkan jumlah kematian akibat pneumonia dan influenza di 122 kota.	0
Para peneliti di Institut Karolinska Swedia yang menganalisis kembali data dari lebih dari 2.000 bayi yang telah dirawat dengan radiasi untuk kondisi tanda lahir jinak antara tahun 1930 dan 1959.	Para peneliti di Swedia's Karolinska Institute baru-baru ini membahas data dari lebih dari 2.000 anak yang diobati dengan radiasi untuk kondisi tanda lahir yang tidak berbahaya antara tahun 1930 dan 1959.	1
Di luar pengadilan, Sriyanto, yang menghadapi penjara hingga 25 tahun, membantah dia melakukan kesalahan.	Di luar pengadilan, Sriyanto menyangkal bahwa ia melakukan kesalahan.	0
Negara bagian, yang sebelumnya melakukan dua eksekusi tiga dan dua eksekusi ganda, mengatakan kebijakan ini dirancang untuk mengurangi tekanan pada staf penjara.	Negara sebelumnya melakukan dua eksekusi tiga dan dua eksekusi ganda, sebuah praktik yang katanya dimaksudkan untuk mengurangi stres pada staf penjara.	1
Gadis kecil itu, putri seorang teller, dibawa ke bank setelah janji dengan dokter.	Sebelumnya di malam hari, sang ibu, yang tidak diidentifikasi oleh pihak berwenang, telah membawa putrinya ke bank setelah janji temu dokter.	1
Setidaknya 23 pasukan AS telah terbunuh oleh tembakan yang bermusuhan sejak Bush menyatakan pertempuran besar di Irak akan berakhir pada 1 Mei.	Setidaknya 26 tentara Amerika tewas dalam kebakaran yang bermusuhan sejak pertempuran besar secara resmi dinyatakan pada tanggal 1 Mei.	1
"""Apple bekerja dengan Oxford Semiconductor dan mempengaruhi produsen drive untuk menyelesaikan masalah ini, yang berada di chipset Oxford 922,"" kata perusahaan itu dalam sebuah pernyataan."	"Apple bekerja dengan Oxford Semiconductor dan mempengaruhi produsen drive untuk menyelesaikan masalah ini, yang berada di set chip Oxford 922. """	1
Bahkan di kemudian hari, dia masih menguangkan: akhir-akhir ini, dia mendapatkan uang dengan menelepon penggemar di telepon dengan layanan www.hollywoodiscalling.com.	Akhir -akhir ini, ia mendapatkan uang dengan menelepon penggemar di telepon, mengambil bagian dalam layanan www.hollywoodiscalling.com.	1
Transaksi ini akan memperluas pendapatan penjualan Callebaut dari bisnis produk konsumennya menjadi 45 persen dari 23 persen.	Transaksi ini akan memperluas pendapatan penjualan Callebaut dari bisnis produk konsumennya sekitar 45 persen menjadi sepertiga dari total penjualan.	0
"Tanda di luar restoran Peachtree berbunyi: ""Berdoalah untuk Eric Rudolph."""	"""Rudolph makan di sini"", bercanda tanda di luar satu restoran."	0
"Dalam sebuah pernyataan, perusahaan mengatakan kedua tawaran akan memungkinkan Vivendi untuk ""mempertahankan kepentingan minoritas yang substansial di perusahaan media A.S. dengan potensi pertumbuhan yang sangat baik."""	"Ia juga menambahkan bahwa kedua proposal akan memungkinkan Vivendi Uni untuk mempertahankan ""minat minoritas yang substansial di perusahaan media A.S. dengan potensi pertumbuhan yang sangat baik."""	1
Di Wina, IAEA mengatakan Elbaradei akan menerima undangan itu, meskipun belum ada tanggal yang ditetapkan.	Di Wina, Badan Energi Atom Internasional mengatakan pada hari Senin Elbaradei telah menerima undangan Iran, tetapi mengatakan belum ada tanggal yang ditetapkan.	1
Yang mengejutkan, jajak pendapat melihat sedikit perbedaan antara wanita dan pria dalam perasaan mereka terhadap Nyonya Clinton.	Yang mengejutkan, jajak pendapat melihat sedikit perbedaan antara wanita dan pria dalam perasaan mereka tentang mantan ibu negara.	1
Peningkatan 25 persen akan meningkatkan biaya kuliah sarjana menjadi sekitar $ 5.247 per tahun, termasuk biaya lain, biaya berbasis kampus.	Kenaikan 25 persen mengambil biaya kuliah sarjana UC tahunan menjadi $ 4.794 dan biaya lulusan menjadi $ 5.019.	0
Dari 1 Juli 2002, hingga 30 Juni 2003, organisasi itu mengatakan mereka menghabiskan $ 114,3 juta tetapi hanya mengambil $ 39,5 juta.	Antara 1 Juli 2002 dan 30 Juni 2003, Palang Merah menghabiskan $ 114 juta untuk bantuan bencana, sementara hanya menerima $ 39,5 juta.	1
Ratusan wartawan dan fotografer membanjiri halaman gedung pengadilan sebelum sidang, yang dilakukan secara langsung di jaringan kabel nasional.	Ratusan wartawan dan fotografer membanjiri kota dan sidang pendek yang melibatkan All-Star lima kali dibawa langsung di jaringan kabel nasional.	0
20 komputer utama berlokasi di Amerika Serikat, Kanada dan Korea, kata Kuo.	Komputer berlokasi di Amerika Serikat, Kanada dan Korea Selatan, katanya.	1
Mereka berkata: “Kami percaya bahwa waktunya telah tiba bagi undang-undang untuk membuat tempat-tempat umum bebas dari asap.	"""Waktunya telah tiba untuk membuat tempat-tempat umum bebas asap,"" tulis mereka dalam surat kepada surat kabar Times."	1
Jaksa Milwaukee menuduh seorang menteri gereja dengan pelecehan fisik dalam kematian seorang bocah autis berusia 8 tahun yang meninggal selama kebaktian penyembuhan.	Seorang menteri gereja didakwa kemarin atas kematian seorang bocah autis berusia 8 tahun yang mati lemas ketika para pemimpin gereja mencoba menyembuhkannya di sebuah gereja etalase.	1
Niels mengatakan kepada pewawancara pada tahun 1999 bahwa dia pikir orang tua itu akan hidup lebih lama dari bertahun -tahun.	Pada tahun 1999, dua tahun sebelum kematiannya, Mr. Nielsen mengatakan kepada pewawancara bahwa dia pikir wajah batu itu akan hidup lebih lama dari bertahun -tahun.	0
Upaya baru, pembayar pajak terhadap penarikan kembali, akan secara resmi diluncurkan pada hari Rabu di luar stasiun pemadam kebakaran Sacramento.	"Disebut ""pembayar pajak terhadap penarikan,"" itu akan diluncurkan Rabu sore di luar stasiun pemadam kebakaran Sacramento."	1
Selain itu, sesak dada setelah latihan dan prevalensi asma keduanya terkait dengan jumlah waktu yang dihabiskan di kolam.	Kencangkan dada setelah berolahraga dan prevalensi keseluruhan asma juga dikaitkan dengan jumlah total waktu yang dihabiskan di kolam renang dalam ruangan.	1
Polisi Inggris menangkap 21 orang Selasa pagi sehubungan dengan dugaan pembunuhan ritual seorang bocah Afrika yang tubuhnya ditemukan di Sungai Thames.	Polisi telah menangkap 21 orang sehubungan dengan pembunuhan seorang anak muda Nigeria yang tubuh tanpa kepala dan limbless ditemukan mengambang di Sungai Thames.	1
Pemenang akan diumumkan dalam siaran upacara 8 Juni di CBS dari Radio City Music Hall.	Pemenang Tony akan diumumkan 8 Juni dalam upacara televisi dari Radio City Music Hall.	1
Gugatan telah diajukan dalam upaya untuk memblokir penghapusan Monumen Sepuluh Perintah dari gedung.	Pendukung meminta pengadilan federal pada hari Senin untuk memblokir penghapusan monumen sepuluh perintah dari Gedung Yudisial Alabama.	1
"""Saya cukup positif tentang hal itu kecuali saya tidak ingin memotong apa pun yang sekarang terjadi dan dia menerima itu,"" katanya."	"""Saya cukup positif tentang hal itu, kecuali bahwa saya tidak ingin memotong hal-hal yang sekarang terjadi,"" katanya."	0
"""Alih -alih mengejar ancaman yang paling dekat dan nyata - teroris internasional,"" kata Graham, ""pemerintahan Bush ini memilih untuk menyelesaikan skor lama."""	"""Alih -alih mengejar ancaman yang paling dekat dan nyata - teroris internasional - pemerintahan Bush ini telah memilih untuk menyelesaikan skor lama,"" kata Graham."	1
"""Aku mulai menangis dan berteriak padanya, 'Apa maksudmu, apa yang kamu katakan, mengapa kamu berbohong padaku?'"""	Tenggel untuk udara, aku mulai menangis dan berteriak padanya, 'Apa maksudmu?	0
"Marisa Baldeo menyatakan, bagaimanapun, kebijakan seragam resmi otoritas mengatakan ""mereka tidak seharusnya memakai apa pun di kepala mereka tetapi topi logo depot NYC Transit."	"""Sampai sekarang, mereka tidak seharusnya memakai apa pun di kepala mereka tetapi topi logo Depot NYC Transit,"" kata Baldeo."	1
Dow Jones Industrial Average .DJI melonjak 2,09 persen, sedangkan indeks 500 Standard & Poor .spx melompat 2,23 persen.	Indeks 500 Standard & Poor Buruk .SPX memperoleh 11,22 poin, atau 1,13 persen, pada 1.007,19.	0
Antara 50 dan 100 orang meninggal setiap tahun karena alergi ini, dan ribuan lainnya menderita reaksi parah seperti pernapasan yang terbatas dan pembengkakan dramatis.	Antara 50 dan 100 orang meninggal setahun karena alergi ini, dan ribuan lainnya menderita reaksi parah seperti pernapasan yang terbatas dan pembengkakan dramatis.	1
Hanya Intel Corp yang memiliki hasil dividen yang lebih rendah.	Hanya hasil 0,3 persen Intel yang lebih rendah.	1
"Sean Harrigan dari Calpers, The California Fund, mengatakan: ""Hari ini kami mencoba menarik babi dari palung."	"""Hari ini kami mencoba menarik babi itu dari palung,"" kata Mr. Harrigan."	1
Truk itu terlihat di daerah Campbells Creek, cocok dengan deskripsi itu, kata Morris.	Sebuah truk pickup hitam juga terlihat di daerah Campbells Creek, kata Morris.	1
Laporan otopsi awal menunjukkan bahwa mereka meninggal karena dehidrasi, hipertermia, dan mati lemas.	Dua lagi meninggal kemudian, dan laporan otopsi awal menunjukkan bahwa mereka menyerah pada dehidrasi, hipotermia dan mati lemas.	0
Sebagian besar dari mereka adalah orang Lebanon tetapi beberapa berasal dari Benin, Guinea dan Sierra Leone.	Beberapa penumpang berasal dari Benin, Guinea dan Sierra Leone.	0
Pamflet akan dikeluarkan untuk umum melalui rantai perangkat keras utama, perpustakaan lokal dan di situs web EPA: www.epa.gov.	Ini akan didistribusikan melalui rantai toko perangkat keras utama dan perpustakaan lokal dan akan tersedia di situs web EPA: www.epa.gov.	1
Kapten, Michael J. Gansas, diberitahu kemarin oleh departemen transportasi kota yang direkomendasikan oleh seorang petugas dengar pendapat agen bahwa ia dipecat.	Gansas mendapat lebih banyak kabar buruk kemarin dari Departemen Transportasi Kota - seorang petugas pendengaran merekomendasikan agar ia dipecat.	1
Sejak itu, penyelam polisi telah mencari di dekat bagian terdekat dari Long Island Sound mencari tiga yang tersisa.	Sejak itu, penyelam polisi telah mencari perairan yang mencari tiga sisanya.	1
Dia mengatakan mereka berbohong pada pernyataan tertulis yang disumpah yang mengharuskan mereka untuk mendaftar pernikahan sebelumnya.	Morgenthau mengatakan para wanita itu, semua warga AS, berbohong pada pernyataan tertulis yang mengharuskan mereka untuk mendaftar pernikahan sebelumnya.	1
Tn. Yandarbiyev tinggal di Doha, Qatar, dan otoritas Rusia tidak berhasil mencoba membuatnya diekstradisi selama hampir dua tahun.	Dia tinggal di Doha, Qatar, dari mana otoritas Rusia telah berusaha mengekstradisi dia selama hampir dua tahun.	1
Pada bulan Desember, ia mengantisipasi pertumbuhan 5,3 persen menjadi hampir $ 154 miliar.	Pada bulan Desember, ia telah meramalkan tingkat pertumbuhan 5 persen.	0
Jelas krim Romawi dari jenis apa pun biasanya tidak bertahan dalam catatan arkeologis.	"Jelas krim Romawi dari jenis apa pun, cat atau kosmetik, biasanya tidak bertahan ... ini cukup luar biasa. """	1
"""Aku akan mengambil kantornya, dan kita akan terus membangun, '' dia bersumpah."""	"""Ya, saya akan mengambil kantornya dan kami akan terus membangun dan terus berkelahi,"" tambahnya."	0
Asosiasi itu mengatakan 28,2 juta DVD disewa dalam minggu yang berakhir 15 Juni, dibandingkan dengan 27,3 juta kaset VHS.	Asosiasi dealer perangkat lunak video mengatakan 28,2 juta DVD disewakan minggu lalu, dibandingkan dengan 27,3 juta kaset VHS.	1
SARS telah menewaskan 296 orang di daratan Cina dan menginfeksi lebih dari 5.200.	Di seluruh daratan Cina, penyakit ini telah menewaskan 300 orang dan menginfeksi lebih dari 5.270.	1
"""Ketiga ... kita tidak diizinkan membunuh wanita, kecuali mereka yang bergabung dengan perang [melawan Islam]."""	"Di Jihad, kami tidak diizinkan membunuh wanita, kecuali mereka yang bergabung dengan perang (melawan Islam). """	1
Dengan aset-aset ini, Funny Cide memiliki peluang yang kuat untuk menjadi pemenang Triple Crown pertama sejak ditegaskan pada tahun 1978.	Funny Cide ingin menjadi pemenang Triple Crown pertama balap kuda dalam satu generasi.	0
"Perusahaan akan meluncurkan 800 hot spot, atau ""zona Wi-Fi,"" akhir musim panas ini, dan berencana untuk memiliki lebih dari 2.100 pada akhir tahun."	Layanan ini akan diluncurkan akhir musim panas ini dengan 800 lokasi, dan sprint merencanakan 2.100 lokasi pada akhir tahun.	1
"Virus ini menyebar ketika pengguna komputer yang tidak curiga membuka lampiran file dalam email yang berisi judul yang akrab seperti ""Terima kasih!""dan ""Re: Detail""."	"Sobig.f menyebar saat tidak curiga pengguna komputer membuka lampiran file dalam email yang berisi judul yang akrab seperti ""terima kasih!,"" ""Re: detail"" atau ""Re: film itu."""	1
Dari California, Bush terbang ke Jepang pada hari Kamis, diikuti oleh kunjungan ke Filipina, Thailand, Singapura, Indonesia dan Australia sebelum kembali ke rumah pada 24 Oktober.	Selain Jepang, ia akan mengunjungi Filipina, Thailand, Singapura, Indonesia dan Australia sebelum kembali ke rumah pada 24 Oktober.	1
Transfer akan mengurangi tenaga kerja P&G di seluruh dunia menjadi sedikit kurang dari 100.000.	Transfer akan mengurangi tenaga kerja P&G di seluruh dunia menjadi sedikit kurang dari 100.000, turun dari 110.000 beberapa tahun yang lalu.	0
Dua orang Irak dan dua Saudi mengambil tak lama setelah ledakan itu memberikan informasi yang mengarah pada penangkapan yang lain, kata pejabat itu.	Pejabat itu, yang berbicara dengan syarat anonim, mengatakan bahwa dua orang Irak dan dua Saudi ditahan setelah serangan itu memberikan informasi yang mengarah pada penangkapan yang lain.	1
Dalam surat-surat pengadilan yang diajukan Selasa, Lee meminta perintah terhadap penggunaan nama Viacom, dengan mengatakan dia tidak pernah memberikan persetujuannya untuk digunakan.	Dalam surat-surat yang diajukan Selasa di Mahkamah Agung Negara Bagian Manhattan, Lee meminta perintah pengadilan terhadap penggunaan nama Spike untuk TNN.	0
Gereja sudah berduka atas kematian Chief Warrant Officer 3 Kyran Kennedy, seorang anggota jemaat yang terbunuh dalam kecelakaan helikopter lain di Irak pada 7 November.	Gereja sudah berduka atas kematian seorang anggota jemaat yang terbunuh dalam kecelakaan helikopter lain di Irak pada 7 November.	1
"Glover mengatakan si pembunuh menggunakan ""slipknot aneh"" pada ligatur yang ia gunakan untuk mencekik beberapa korban."	Glover mengatakan si pembunuh menggunakan `` slipknot aneh, '' termasuk kabel koaksial dan kabel ekstensi, untuk mencekik beberapa korban.	0
Beratnya rata-rata 220 pound (100 kg) dan perlu kehilangan antara 30 dan 80 pound.	Beratnya rata-rata 100 kilogram dan perlu kehilangan antara 14 dan 36 kilogram.	1
