sentence1	sentence2	label
Sebelum bergabung dengan Kodak Palumbo bekerja untuk Procter Gamble Corp di mana ia mengelola produk -produk seperti Folgers dan Pantene Shampoo.	Sebelum bergabung dengan Eastman Kodak Mr. Palumbo memegang posisi pemasaran senior untuk Procter Gamble.	0
Tetapi penasihat Davis Roger Salazar mengatakan fokus gubernur adalah pada pekerjaannya bukan petisi penarikan.	Tetapi penasihat Davis Roger Salazar mengatakan fokus gubernur adalah melakukan pekerjaan yang harus dibayar.	0
Indeks Standar Poors 500 kehilangan 6,77 atau 0,7 persen menjadi 927,62 pada 1033 pagi di New York.	Indeks Standar Poors 500 .spx menumpahkan 0,17 dari satu poin atau hanya 0,02 persen menjadi 934.	1
Alih -alih ditegur oleh petugas keamanan pengadilan, seorang polisi senior yang tersenyum berjabat tangan dengan Mr Laczynski dan menepuk pundaknya.	Alih -alih ditegur oleh petugas keamanan pengadilan, seorang polisi senior tersenyum dan menjabat tangan Lacsynskis dan menepuk pundaknya.	1
Dia baru saja mendengar dua poni besar dan balon bergidik dan jatuh Nicky Webster menjadi juru bicara Hemplemanadams.	Di seberang Atlantik, dia baru saja mendengar dua poni besar dan balon bergidik dan jatuh dari juru bicara balon Nicky Webster.	1
New Newsmagazine Dateline NBC yang sudah berjalan telah dipotong dari tiga menjadi dua penayangan per minggu dan sedang mencari pengganti untuk pensiun co jangkar Jane Pauley.	The Longrunning Newsmagazine Dateline NBC telah dipotong dari tiga menjadi dua penayangan per minggu kehilangan tempat tidur Selasa.	0
Seorang juru bicara Commerce mengeluarkan pernyataan singkat Jumat malam yang mencatat bahwa gugus tugas mengevaluasi wilayah dunia yang sangat penting untuk pasokan energi global.	Gugus Tugas Energi mengevaluasi wilayah dunia yang sangat penting untuk pasokan energi global pernyataan tersebut.	1
Setiap hitungan memiliki hukuman maksimum 10 tahun penjara dan denda 1 juta.	Kedua eksekutif menghadapi 10 tahun penjara dan denda 1 juta untuk penipuan sekuritas.	0
Pendapatan melonjak 26 persen menjadi 817 juta perusahaan San Franciscobased mengatakan dalam sebuah pernyataan.	Pendapatan naik 26 persen menjadi 817 juta perusahaan yang berbasis di South San Francisco California mengatakan.	1
PeopleSoft secara konsisten menyatakan bahwa kombinasi yang diusulkan dari PeopleSoft dan Oracle menghadapi keterlambatan peraturan yang substansial dan kemungkinan yang signifikan bahwa transaksi akan dilarang.	PeopleSoft berpendapat bahwa pengambilalihan Oracle akan menghadapi penundaan peraturan yang substansial dan kemungkinan yang signifikan bahwa transaksi akan dilarang.	1
Cruz datang ke Amerika Serikat pada tahun 1960 setahun setelah Revolusi Kuba.	Cruz datang ke Amerika Serikat pada tahun 1960 setahun setelah Fidel Castro menggulingkan kediktatoran dan memasang pemerintahan komunis.	1
Asosiasi Kelompok Bangsa -Bangsa Asia Tenggara Brunei Kamboja Indonesia Laos Malaysia Myanmar Filipina Singapura Thailand dan Vietnam.	ASEAN terdiri dari Brunei Kamboja Indonesia Laos Malaysia Myanmar Filipina Singapura Thailand dan Vietnam.	1
Pertarungan tentang penjualan musik online diungkapkan dalam dokumen yang diajukan minggu lalu dengan hakim dan tersedia oleh pengadilan pada hari Senin.	Perjuangan atas penjualan musik online diungkapkan dalam dokumen yang disediakan Senin oleh pengadilan.	1
Dolar meluncur terhadap yen dikekang oleh kewaspadaan yang dapat diintervensi oleh otoritas Jepang untuk membendung naik yens.	Meskipun kerugian besar terhadap euro slide dolar versus yen dikekang oleh kewaspadaan yang dapat diintervensi oleh otoritas Jepang untuk membendung yens naik.	0
Mengacu pada pertempuran melawan seorang panglima perang Muslim di Somalia Boykin mengatakan kepada audiensi lain bahwa saya tahu Tuhan saya lebih besar dari miliknya.	Mengacu pada seorang pejuang Muslim di Somalia Boykin mengatakan bahwa Tuhan saya lebih besar dari miliknya.	1
Meester A 20 tahun mahasiswa tahun kedua dapat menghadapi kehidupan di penjara jika dinyatakan bersalah atas tuduhan pemerkosaan paksa sodomi tidak senonoh dan memberikan alkohol kepada anak di bawah umur.	Douglas Meester 20 didakwa melakukan serangan tidak senonoh sodomi dan memberikan alkohol kepada anak di bawah umur.	0
Rata -rata industri Dow Jones naik 0,3 persen pada 9886,75 sedangkan indeks komposit NASDAQ 0,4 persen lebih tinggi pada 1986,97.	Di Wall Street, rata -rata industri Dow Jones naik 0,5 persen pada 9905,8 dan komposit Nasdaq menambahkan 0,7 persen pada 1995.1.	1
Keputusannya ditunda oleh kekhawatiran atas proses anggaran di Washington dan perang di Irak.	Daniels mengatakan kepada bintang 20 April bahwa dia menahan diri karena kekhawatiran atas proses anggaran di Washington dan perang di Irak.	1
Woori Finance adalah satu -satunya bank besar yang tersisa untuk dijual tetapi pemerintah masih memiliki taruhan besar di beberapa pemberi pinjaman lainnya.	Woori Finance adalah satu -satunya bank besar yang masih harus dijual tetapi negara bagian mempertahankan taruhan besar di beberapa orang lain yang mengarah pada kecurigaan campur tangan pemerintah dalam keputusan pinjaman.	0
Letrat Demokrat Gubernur Cruz Bustamante dan Senator Negara Bagian Republik Tom McClintock berada di dunia politik yang berbeda.	Gubernur Demokrat Letnan Cruz Bustamante adalah pilihan pertama 25 persen diikuti oleh Senator Negara Bagian Tom McClintock dengan 18 persen.	0
Selain juri dalam kasus negara bagian dan federal menjadi semakin enggan menjatuhkan hukuman mati.	Juri dalam kasus negara bagian dan federal juga telah menjadi enggan menjatuhkan hukuman mati.	1
Indeks Standar Poors 500 yang luas tergelincir 12,27 poin atau 1,23 persen menjadi 981,73.	S. P. 500 tergelincir 12,27 poin atau 1,2 persen menjadi 981,73.	1
18 orang lainnya di dalam gedung dua pengunjung dan 16 karyawan termasuk Exgirlfriend Harrisons lolos dari kata Aaron yang tidak terluka.	18 orang lainnya di gedung itu termasuk exgirlfriend Harrisons tidak terluka dari juru bicara polisi Don Aaron.	1
BT mengatakan kombinasi itu akan berdampak langsung pada langganan dengan 60000 pelanggan tambahan antara September dan Maret 2004.	BT mengatakan mereka mengharapkan kombinasi untuk menuai 60000 pelanggan tambahan antara September dan Maret 2004.	1
King of Prussiabased Company dapat melikuidasi dua rantai lainnya jika tidak dapat menemukan pembeli saat itu kata perusahaan.	Perusahaan yang berbasis di King of Prusia dekat Philadelphia mengatakan itu bisa melikuidasi dua rantai lainnya jika tidak dapat menemukan pembeli untuk mereka.	1
Dia telah menolak untuk mengomentari tuduhan itu tetapi dokumen pengadilan menunjukkan masalah medis yang tersisa bisa menjadi bagian dari pembelaannya.	Dia telah menolak untuk mengomentari tuduhan itu tetapi dokumen pengadilan menunjukkan bahwa kondisi medis yang tersisa dapat berkontribusi pada pembelaannya.	1
Mereka menggunakan kulit yang dibuang dari pasien yang menyetujui yang telah menjalani operasi dan mengeksposnya ke cahaya UVA pada intensitas yang mirip dengan sinar matahari.	Sanders dan rekannya di rakit sampel kulit yang terpapar dihilangkan dari pasien yang menyetujui selama operasi ke sinar UVA pada intensitas yang mirip dengan sinar matahari.	1
Dan Ketua Hakim Agung Alabama Roy Moore yang memasang monumen di gedung pengadilan dua tahun lalu mengatakan dia akan berjuang untuk mempertahankan pekerjaannya.	Itu adalah puncak dari pertengkaran yang disebabkan oleh Ketua Hakim Agung Alabama Roy Moore yang memasang monumen 2400kg di gedung Yudisial Alabama pada tahun 2001.	0
Utilitas Regional Tohoku Electric Power Co Inc mengatakan 825000kilowatt KW reaktor nuklir The Onagawa No.3 Unit dekat Sendai secara otomatis ditutup karena gempa.	Jepang Tohoku Electric Power Co Inc mengatakan 825000kilowatt KW reaktor nuklir unit Onagawa No.3 di Jepang utara secara otomatis ditutup karena gempa.	1
Blagojevich mengulangi pendiriannya pada hari Rabu untuk tidak menopang anggaran dengan ekspansi perjudian.	Gubernur Rod Blagojevich mengatakan dia tidak akan menyeimbangkan anggaran negara dengan pendapatan perjudian.	1
Saya senang dengan fakta bahwa kami membawa ini ke kesimpulan yang katanya.	Saya senang kami membawanya ke kesimpulan, kata Garton.	1
Saham National kehilangan 95 sen atau 3,9 hingga 23,73 di sore hari perdagangan Bursa Efek New York.	Saham Walgreens naik 4,6 atau 1,42 menjadi 32,11 di tengah hari perdagangan bursa New York.	0
Intel Corp. mempersempit perkiraan penjualan quarter keempatnya ke ujung atas perkiraan sebelumnya Kamis mengantisipasi bahwa pelanggan akan membeli lebih banyak komputer pribadi selama musim liburan utama.	Intel Corp. mempersempit estimasi penjualan quarter keempatnya ke ujung atas perkiraan sebelumnya Kamis dan mengumumkan akan mengambil biaya akuntansi pada salah satu bisnisnya.	0
Investasi yang diusulkan ini memulai proses peningkatan dana yang kami butuhkan untuk meningkatkan kapasitas kami Presiden Elpida Yukio Sakamoto mengatakan dalam rilis berita.	Investasi yang diusulkan memulai proses menaikkan dana yang kami butuhkan untuk meningkatkan kapasitas kami untuk mendukung persyaratan pelanggan kami dengan lebih baik kata Yukio Sakamoto Elpidas Presiden.	0
Banyak wanita mengeluh bahwa mereka menjadi lebih pelupa sekitar waktu menopause dan beberapa dokter percaya bahwa perubahan hormon adalah alasannya.	Banyak wanita mengeluh bahwa mereka menjadi lebih pelupa setelah menopause dan beberapa dokter menjadi percaya bahwa perubahan hormon yang disebabkan oleh menopause adalah alasannya.	1
Sobig.f menjadi salah satu virus yang paling meluas yang pernah melumpuhkan jaringan email perusahaan dan mengisi kotak masuk pengguna rumahan dengan banyak pesan.	Sejak muncul Sobig.f Senin malam telah melumpuhkan jaringan email perusahaan dan mengisi kotak masuk pengguna rumahan dengan banyak pesan.	1
Gadis itu muncul pada hari Minggu malam di sebuah toko di Palo Timur Alto sekitar 30 mil dari rumahnya.	Gadis itu muncul pada Minggu malam di sebuah toko East Palo Alto sekitar 30 mil dari rumahnya.	1
Kami belum memutuskan apakah akan menggunakan garis putih yang tidak terputus atau putus -putus tetapi ini adalah percobaan yang layak diperkenalkan David Richardson, manajer kriket ICCS.	Kami belum memutuskan apakah akan menggunakan garis putih yang tidak terputus atau putus -putus, kata Dave Richardson, manajer kriket ICCS.	0
Bafin dan kepala kelompok keuangan utama Robin Saunders tidak segera tersedia untuk berkomentar.	Kepala Regulator Keuangan Bafin Jerman dan Kantor Jaksa Penuntut tidak segera tersedia untuk dimintai komentar.	0
SEC secara khusus menyarankan IBM bahwa ini adalah penyelidikan yang mencari fakta dan bahwa ia belum mencapai kesimpulan terkait dengan masalah ini IBM dalam sebuah pernyataan.	Big Blue mengatakan SEC menyebut tindakan tersebut sebagai penyelidikan yang mencari fakta dan belum mencapai kesimpulan terkait dengan masalah ini.	1
Nasihatnya kepada House Republicans adalah untuk meneruskannya untuk mengirimkannya kepadanya sehingga dia bisa menandatanganinya.	Nasihat Presiden kepada House Republicans adalah untuk meneruskannya untuk mengirimkannya kepadanya sehingga dia dapat menandatangani, kata juru bicara Gedung Putih Ari Fleischer.	1
Atas permintaannya, dia akan ditugaskan kembali di dalam distrik.	Inspektur Distrik J. Chester Floyd mengatakan kepada wartawan Senin bahwa McCrackin akan dipindahkan di dalam distrik tersebut.	1
Di seluruh dunia lebih dari 50 juta orang telah melihat Les Miz dengan tanda terima kotor 1,8 miliar.	Les Misérables di seluruh dunia telah dilihat oleh lebih dari 50 juta orang dengan total bruto lebih dari 2 miliar.	1
Komisi Perdagangan Federal AS juga telah mengajukan gugatan yang menantang Rambus.	Masih tertunda terhadap Rambus adalah gugatan yang diajukan oleh Komisi Perdagangan Federal.	1
Andrew M. Cuomo dan Kerry Kennedy Cuomo berencana untuk bercerai.	Kerry Kennedy Cuomo dan Andrew Cuomo telah menikah 13 tahun.	0
Itu akan memberi perokok hak untuk membawa keluhan ke Komisi Hak Asasi Manusia atau Pengadilan Tinjauan Hak Asasi Manusia.	Dia setuju bahwa merokok secara teknis dapat dianggap sebagai kecacatan memberikan perokok hak untuk membawa keluhan kepada Komisi Hak Asasi Manusia atau Pengadilan Tinjauan Hak Asasi Manusia.	1
Obat -obatan hingga 50 persen lebih murah di Kanada daripada Amerika Serikat karena kontrol harga pemerintah.	Obat -obatan Brandname di Kanada cenderung lebih murah daripada di Amerika Serikat karena kontrol harga pemerintah dan nilai tukar yang menguntungkan.	0
Ayah mereka memohon kepada para dokter untuk menghentikan pertarungan setelah tawaran Euthanasia yang lain meninggalkan putra mereka dalam keadaan koma dan dia ditempatkan pada dukungan seumur hidup.	Ayah mereka memohon kepada dokter untuk meninggalkan upaya mereka setelah tawaran Euthanasia yang lain meninggalkan putra mereka dalam keadaan koma dan dia mendapat dukungan hidup.	1
Brian Florence 38 meninggal 25 September karena serangan jantung di Alexandria mengatakan pengacara pasangan Maranda Fritz.	Florence meninggal pada hari Kamis karena gagal jantung mengatakan pengacara pasangan Maranda Fritz.	1
Menteri Kesehatan Peter Coleman mengatakan sekitar 300 orang telah terbunuh dan 1000 terluka dalam beberapa hari terakhir.	Menteri Kesehatan Peter Coleman mengatakan sekitar 300 orang telah tewas dan 1000 terluka ketika para pemberontak melawan ibukota.	0
Sebuah restoran Knoxville Barat telah melaporkan beberapa kasus hepatitis A ke Departemen Kesehatan Kabupaten Knox.	Berita itu telah menyebabkan terburu -buru orang ke Departemen Kesehatan Kabupaten Knox untuk divaksinasi.	0
Tinjauan ini menguraikan dampak tarif pada industri baja domestik dan konsumen baja setengah jalan melalui program tiga tahun.	Tinjauan titik tengah ITC dari tarif menguraikan dampaknya sejauh ini pada industri baja domestik dan konsumen baja.	1
Selain fakta bahwa orang Amerika ingin disukai, dia mengatakan ada biaya besar ketika pendapat dunia negatif bagi Amerika Serikat.	Orang Amerika hanya ingin disukai katanya tetapi juga ada biaya besar ketika pendapat dunia negatif terhadap Amerika Serikat.	1
John Logsdon Seorang anggota dewan mengatakan bahwa spaceflight manusia telah menjadi tempat di mana perbedaan pendapat tidak diterima.	Bahkan mengatakan John Logsdon seorang anggota dewan dan ahli Universitas George Washington tentang kebijakan luar angkasa manusia Spaceflight telah menjadi tempat di mana perbedaan pendapat tidak diterima.	1
Produk pcrelated adalah sektor terkuat di bulan Juli dengan mikroprosesor naik 5,6 dan dram naik 8,2 dari Juni kata kelompok industri itu.	Produk pcrelated adalah penjual terkuat dengan mikroprosesor naik 5,6 persen dan DRAM naik 8,2 persen SIA mengatakan.	1
Perdana Menteri Tiongkok Rusia dan empat negara Asia Tengah telah bertemu di Beijing dan menyetujui anggaran untuk pengelompokan keamanan regional mereka.	Perdana Menteri Tiongkok Rusia dan empat negara Asia Tengah menandatangani perjanjian pada hari Selasa yang menetapkan rencana untuk Pusat Antiterorisme Regional Longagaited di Uzbekistan.	1
Dalam fiksi Edward P. Jones, dunia yang dikenal dan Scott Spencer sebuah kapal yang terbuat dari kertas.	Calon kelima untuk fiksi adalah Scott Spencer untuk sebuah kapal yang terbuat dari kertas.	0
Sangat banyak merek Windows yang benar -benar selaras dengan mereka.	Windows adalah bagian dari pengalaman yang benar -benar selaras dengan orang -orang.	1
Dua Demokrat di Fivemember FCC mengadakan konferensi pers untuk mempengaruhi pendapat terhadap Powell dan dua Partai Republik lainnya di panel.	Dua Demokrat di Panel Fivemember FCC mengadakan konferensi pers untuk mempengaruhi pendapat terhadap Powell.	0
Harganya sekitar tahun 20000 per delapan minggu perawatan yang sebanding dengan terapi kanker yang disuntikkan lainnya yang dikatakan seorang juru bicara.	Biayanya sekitar 20000 per kursus rata -rata pengobatan 16 hingga 17 minggu.	0
Alat Notetaking OneNote terdaftar di 169,99 sementara Infopath XML Extensible Markup Language Data Application dihargai 179,99.	Alat Notetaking OneNote terdaftar di 273 sementara aplikasi pengumpulan data Infopath XML dihargai 289.	1
Rencana saat ini adalah untuk merilis rekaman video sesi setelah peninjauan A.S. pada hari Jumat mengatakan Jim Landale seorang juru bicara Pengadilan.	Rencana saat ini adalah merilis rekaman video sesi pada hari Jumat setelah peninjauan mengatakan Jim Landale juru bicara pengadilan.	1
Empat puluh hingga 50 tahun yang lalu rasionya adalah 3 banding 1 Kessler dan 10 tahun yang lalu itu adalah 2 banding 1.	Empat puluh hingga 50 tahun yang lalu rasionya sekitar 3to1 Kessler mengatakan dan 10 tahun yang lalu sekitar 2to1.	1
Sebelum berbicara dengan ekonomi, Bush membahas serangan teroris di Arab Saudi yang menewaskan sebanyak 29 orang termasuk tujuh orang Amerika.	Presiden memulai pidatonya dengan mengakui serangan teroris di Arab Saudi yang menewaskan sedikitnya 29 orang termasuk tujuh orang Amerika.	1
Sens. John Kerry dan Bob Graham menolak undangan untuk berbicara.	The Noshows adalah Sens. John Kerry dari Massachusetts dan Bob Graham dari Florida.	1
Bagian Senat dari RUU Medicare hampir pasti mungkin sedini hari ini.	Bagian Senat dari RUU Medicare hampir pasti Senin.	1
Lima kedutaan asing termasuk kedutaan Singapura di Bangkok adalah salah satu target yang katanya.	Lima kedutaan asing di Bangkok termasuk kedutaan Singapura termasuk di antara mereka yang ditargetkan.	1
SARS juga telah mengambil korban ekonomi Taiwan seperti pada ekonomi di seluruh wilayah yang memalu pengeluaran konsumen dan meninggalkan toko -toko restoran dan bandara kosong.	SARS juga telah mengambil korban ekonomi Taiwan yang memalu pengeluaran konsumen dengan toko -toko restoran dan bandara kosong sementara orang tinggal di rumah.	1
Kunjungan Menteri Saud Alfaisal diungkapkan Senin oleh dua pejabat administrasi yang membahasnya dengan syarat tidak diidentifikasi dengan nama.	Kunjungan Menteri Saud Alfaisals diungkapkan oleh dua pejabat administrasi yang berbicara dengan syarat anonim.	1
Spot Gold dikutip di 367.90368.60 per ounce pada 1000 GMT setelah berbaris hingga 369,50 A level yang tidak terlihat sejak 10 Februari.	Spot Gold dikutip di 358.65359.15 ons pada 0500 GMT setelah melesat setinggi 359,25 level yang tidak terlihat sejak 25 Februari.	0
Parson telah ditagih pada satu tuduhan sengaja menyebabkan atau berusaha menyebabkan kerusakan pada komputer.	Parson menghadapi satu penghitungan federal yang sengaja menyebabkan kerusakan pada komputer yang dilindungi.	1
Dia muncul di pengadilan federal di sana Senin dan diharapkan akan dipindahkan ke Houston dalam dua minggu.	Holloway menyerah di Cleveland pada hari Jumat dan diperkirakan akan dipindahkan ke Houston dalam dua minggu.	0
Namun tidak ada foto Peter Hollingworth dalam edisi Juni yang diperiksa oleh Herald kemarin.	Namun tidak ada foto Dr Hollingworth dalam edisi Juni majalah yang diperiksa pada usia kemarin.	1
Bank juga mengatakan tawarannya tunduk pada perjanjian pemegang obligasi senior bank senior Draxs dan bank lindung nilai pada 30 September 2003.	Tawaran ini juga tunduk pada Goldman yang menandatangani perjanjian dengan pemegang obligasi senior Bank Senior Draxs dan bank lindung nilai pada 30 September katanya.	1
Hill 50 akan menjadi orang pertama yang dieksekusi karena membunuh seorang dokter aborsi.	Pada hari Rabu Hill dijadwalkan menjadi orang pertama yang dieksekusi karena membunuh seorang dokter aborsi.	1
Pada 10 Januari Shawanda Denise McCalister yang juga hamil ditemukan terikat dan dicekik di apartemennya di lingkungan yang sama.	Pada 1 Januari Nikia Shanell Kilpatrick yang hamil ditemukan terikat dan dicekik di apartemennya.	0
Ini mengakhiri kekeringan diplomatik antara kedua negara yang bertentangan selama berbulan -bulan atas program nuklir Korea Utara dan Amerika menuntut agar ia berhenti.	Kontak antara delegasi mengakhiri kekeringan diplomatik antara kedua negara yang bertentangan dengan program nuklir dan AS menuntut agar segera berhenti.	1
Pusat Layanan Medicare dan Medicaid Badan federal yang menjalankan Medicare tahun lalu memulai upaya serupa untuk panti jompo.	Pusat Medicare dan Medicaid meluncurkan alat konsumen serupa untuk panti jompo tahun lalu.	1
Para ilmuwan telah melaporkan penurunan 90 persen pada ikan predator besar di lautan dunia sejak setengah abad yang lalu.	Para ilmuwan melaporkan penurunan 90 persen pada ikan predator besar di lautan dunia sejak setengah abad yang lalu penilaian mengerikan yang menarik skeptisisme langsung dari nelayan komersial.	0
Indeks komposit NASDAQ turun 25,17 atau 1,4 persen menjadi 1792,07 setelah kerugian 26,46 sesi sebelumnya.	Indeks Komposit Nasdaq yang ditranslakisikan Teknologi turun 25,17 poin atau 1,39 persen menjadi 1792,07 berdasarkan angka terbaru yang tersedia.	0
Kongres dua kali sebelum lulus pembatasan serupa hanya untuk melihat Presiden Bill Clinton memveto mereka.	Kongres dua kali mengeluarkan tagihan serupa tetapi kemudian Presiden Clinton memveto mereka dua kali.	1
Dia mengatakan mereka sedang dalam kesulitan kata Kepala Polisi Kingsville Sam Granato.	Asphyxiating mengatakan, Kepala Polisi Kingsville.	1
Pengacara Calvin Hollins Jr.s Thomas Royce telah berulang kali mengatakan kliennya tidak memiliki hubungan dengan perusahaan yang memiliki dan mengoperasikan E2.	Pengacara untuk Hollins Jr. Thomas Royce mengatakan kliennya tidak memiliki tautan ke perusahaan yang memiliki dan mengoperasikan E2.	1
Tapi tidak ada dari mereka yang menentang gagasan itu, kata para menteri.	Tetapi tidak ada menteri yang menentang saran Mr. Powells secara langsung pada hari Kamis mengatakan para menteri.	1
Tidak ada yang terbunuh dalam serangan yang terus berlanjut meskipun ada kemunduran besar untuk Al Qaeda dalam pertempuran dengan pasukan keamanan Saudi.	Tidak ada yang terbunuh dalam serangan baru -baru ini yang terus berlanjut meskipun ada kemunduran serius untuk Alqaeda setelah pertempuran dengan pasukan keamanan Saudi.	1
Perusahaan juga mendapatkan 14 sen per saham setahun sebelumnya.	Setahun yang lalu perusahaan membukukan laba 12 sen per saham.	1
Itu seharusnya menjadi standar bukan berapa banyak orang yang mendaftar katanya.	Itu seharusnya menjadi standar bukan berapa banyak orang yang benar -benar mendaftar Mr. Rule mengatakan kepada hakim.	1
Di antara tiga kandidat utama Schwarzenegger memenangkan pertempuran untuk para independen dan pemilih crossover.	Schwarzenegger mengambil lebih banyak independen dan pemilih crossover daripada Bustamante.	0
Kepala Petugas Merchandising memutuskan apa yang akan dijual toko untuk memberikan tanda tangan untuk menarik pembeli dan mudah -mudahan memancing mereka kembali.	Kepala Petugas Merchandising memutuskan apa yang akan dijual toko memberikan tanda tangan yang menarik pembeli dan membawanya kembali dan lagi.	1
Bagi pelanggan untuk mendapatkan sebagian besar dari internet beberapa faktor adalah CEO Pierre Danon yang penting dari unit ritel BTS.	Bagi pelanggan untuk mendapatkan hasil maksimal dari internet, beberapa faktor penting, Danon.	1
Seorang perwakilan untuk Uhaul yang berbasis diffoenx menolak mengomentari kasus ini sebelum pendapat hakim dirilis.	Anthony Citrano seorang perwakilan untuk Whenu menolak mengomentari kasus ini.	0
Vivace didirikan pada tahun 1999 dan telah mengumpulkan lebih dari 118 juta dalam tiga putaran pembiayaan usaha.	Selama masa -masa sulit untuk modal ventura teknologi Vivace meningkat lebih dari 118 juta dalam tiga putaran pembiayaan usaha.	0
Dia juga telah mengarahkan Beethoven dan Jingle Flintstones sepanjang jalan.	Levants kredit lain termasuk Flintstones Jingle sepanjang jalan dan Beethoven.	1
Ketika dia meninggalkan pengadilan, McCartney melemparkan satu tatapan marah yang panjang pada Amrozi yang hampir bersembunyi di belakang pengacaranya ke samping.	Ketika dia meninggalkan pengadilan, McCartney memberikan tatapan marah panjang pada Amrozi yang mencoba bersembunyi di belakang pengacaranya.	1
Kami memulai epidemi dengan lebih banyak kasus dan lebih banyak area yang terpengaruh daripada tahun lalu.	Ini menunjukkan kami memulai epidemi dengan lebih banyak kasus daripada tahun lalu Gerberding mengatakan.	1
Dow Jones Industrial Average .DJI menambahkan 28 poin atau 0,27 persen pada 10557 mencapai level tertinggi dalam 21 bulan.	Dow Jones Industrial Average .DJI naik 49 poin atau 0,47 persen menjadi 10578.	0
Tawaran 19.50Ashare datang dua hari setelah PeopleSoft merevisi tawarannya untuk saingan kecil J.D. Edwards Co. JDEC.O untuk memasukkan uang tunai serta saham.	Oracles 19.50Ashare Tawaran datang dua hari setelah PeopleSoft menambahkan uang tunai ke kesepakatan Allshare aslinya dengan saingan kecil J.D. Edwards Co. JDEC.O.	1
Direktur CIA George Tenet mengatakan kedua pria itu didefinisikan oleh dedikasi dan keberanian.	Mereka didefinisikan oleh dedikasi dan keberanian mengatakan Direktur CIA George Tenet.	1
FTC juga meminta hakim untuk menangguhkan putusannya sambil menunggu bandingnya.	FTC meminta pengadilan pada hari Rabu untuk memblokir putusan dan mengajukan banding.	1
Gerry Kiely Seorang perwakilan pertanian Uni Eropa di Washington mengatakan para menteri UE diundang tetapi dibatalkan karena serikat tersebut menutup pembicaraan tentang reformasi pertanian.	Perwakilan pertanian EUS di Washington mengatakan para menteri UE diundang tetapi dibatalkan karena serikat pekerja sedang menyelesaikan pembicaraan tentang reformasi pertanian.	1
Kandidat Demokrat juga mulai mengumumkan total penggalangan dana mereka sebelum batas waktu Rabu untuk mengajukan laporan triwulanan dengan Komisi Pemilihan Federal.	Kandidat Demokrat juga mulai mengumumkan total penggalangan dana mereka sebelum batas waktu hari ini untuk mengajukan laporan triwulanan dengan Komisi Pemilihan Federal.	1
Bahkan pria pizza mengambil bagian memberikan selebaran dengan gambar gadis yang hilang bersama dengan pizza dan sebotol Pepsi dua liter ke rumah Cruz.	Bahkan pengiriman pizza mengambil bagian tanpa disadari memberikan selebaran dengan gambar gadis yang hilang selama pelariannya ke rumah Cruzs.	1
Institute for Supply Management mengatakan, indeks aktivitas non -manufaktur naik menjadi 50,7 dari 47,9 pada bulan Maret.	Institute for Supply Management mengatakan, indeks aktivitas non -manufaktur naik menjadi 50,7 bangkit kembali dari kontraksi onemonth pada bulan Maret di 47,9.	1
Ini juga akan meningkatkan penjualan Suses mencapai seluruh dunia dan meningkatkan bisnis HPS Linux yang mereka katakan.	Kesepakatan itu juga meningkatkan penjualan Suses di seluruh dunia dan meningkatkan bisnis HPS Linux yang mereka katakan.	1
Sun Microsystems Inc. pada hari Kamis mengatakan telah menambahkan 100 sistem pihak ketiga baru dan 100 komponen baru ke daftar kompatibilitas perangkat kerasnya untuk Edisi Platform Sistem Operasi Solaris X86.	Vendor telah menambahkan 100 sistem pihak ketiga baru dan 100 komponen baru ke daftar kompatibilitas perangkat keras sistem operasi HCl.	0
Untuk membuat kondilus Dr Mao dan kolega Adel Alhadlaq menggunakan sel induk dewasa yang diambil dari sumsum tulang tikus.	Dia dan seorang kolega menciptakan kondilus artikular menggunakan sel induk yang diambil dari sumsum tulang tikus.	1
Penelitian baru menunjukkan bahwa sekitar 540000 pekerjaan Hightech hilang di Amerika Serikat selama tahun 2002.	Pada tahun 2001 ada 6,5 juta pekerjaan Hightech di Amerika Serikat.	0
Kendaraan pribadi 57 persen adalah mobil atau station wagon 21 persen van atau SUV 19 persen truk ringan.	Dari semua kendaraan pribadi 57 persen adalah mobil atau gerbong stasiun 21 persen adalah van atau kendaraan sport dan 19 persen adalah truk ringan.	1
Pembuat Produk Keamanan Jaringan Secure Computing Inc. pada hari Selasa telah memperoleh vendor ContentFiltering N2H2 untuk 20 juta konsolidasi lanjutan di pasar yang sudah kompetitif.	Pembuat Produk Keamanan Jaringan Secure Computing mengatakan pada hari Selasa sedang mengakuisisi perusahaan penyaringan konten N2H2 untuk 20 juta konsolidasi lanjutan di pasar yang sudah kompetitif.	1
Gairah Mel Gibson yang menggerakkan epik alkitabiah The Passion of Christ akan terbuka di Amerika Serikat pada 25 Februari Ash Rabu di Kalender Katolik Roma.	Mel Gibson sedang bernegosiasi dengan film -film Newmarket untuk mendistribusikan epik Alkitabnya yang diperangi The Passion of Christ di Amerika Serikat.	0
Hakim John Paul Stevens membandingkan interogasi Martinez dengan upaya untuk mendapatkan pengakuan yang tidak disengaja dari seorang tahanan dengan metode yang menyiksa.	Menulis untuk keadilan minoritas John Paul Stevens mengatakan interogasi itu mirip dengan upaya untuk mendapatkan pengakuan tidak disengaja dari seorang tahanan dengan metode yang menyiksa.	1
Pakar Rekonstruksi Kecelakaan Kepolisian Negara Bagian Illinois sedang menyelidiki penyebabnya.	Polisi negara bagian sedang menyelidiki kata Vazzi.	1
