sentence1	sentence2	label	preprocessed_sentence1	preprocessed_sentence2	Jaccard_Score
Saya mulai menangis dan meneriaki dia, apa maksud Anda apa yang Anda katakan mengapa Anda berbohong kepada saya	Tenggel untuk Udara Aku mulai menangis dan meneriaki dia apa maksudmu	0	saya mulai tangis dan teriak dia apa maksud anda apa yang anda kata mengapa anda bohong kepada saya	tenggel untuk udara aku mulai tangis dan teriak dia apa maksud	0.3888888888888889
Marisa Baldeo menyatakan namun kebijakan seragam resmi otoritas mengatakan mereka tidak seharusnya mengenakan apa pun di kepala mereka tetapi tutup logo depot NYC Transit.	Sampai sekarang mereka tidak seharusnya memakai apa pun di kepala mereka tetapi kata NYC Transit Depot Cap Cap Baldeo.	1	memarisa baldeo memenyata namun bija seragam resmi otoritas kata mereka tidak harus kena apa pun di kepala mereka tetapi tutup logo depot nyc transit	sampai sekarang mereka tidak harus pakai apa pun di kepala mereka tetapi kata nyc transit depot cap cap baldeo	0.48148148148148145
Dow Jones Industrial Average .DJI melonjak 2,09 persen sedangkan indeks Poors 500 .SPX Standard .spx melompat 2,23 persen.	Indeks Poors Standard 500 .SPX Broad Standard memperoleh 11,22 poin atau 1,13 persen pada 1007,19.	0	dow jones industrial average dji lonjak 209 persen sedang indeks poors 500 spx standard spx lompat 223 persen	indeks poors standard 500 spx broad standard oleh 1122 poin atau 113 persen pada 100719	0.25
Antara 50 dan 100 orang meninggal setiap tahun karena alergi ini dan ribuan lainnya menderita reaksi parah seperti pernapasan yang terbatas dan pembengkakan dramatis.	Antara 50 dan 100 orang meninggal setahun karena alergi ini dan ribuan lainnya menderita reaksi parah seperti pernapasan yang terbatas dan pembengkakan dramatis.	1	antara 50 dan 100 orang tinggal tiap tahun karena alergi ini dan ribu lain derita reaksi parah seperti napas yang batas dan pembengkakan dramatis	antara 50 dan 100 orang tinggal tahun karena alergi ini dan ribu lain derita reaksi parah seperti napas yang batas dan bengka dramatis	0.8695652173913043
Hanya Intel Corp yang memiliki hasil dividen yang lebih rendah.	Hanya intel 0,3 persen hasil yang lebih rendah.	1	hanya intel corp yang milik hasil dividen yang lebih rendah	hanya intel 03 persen hasil yang lebih rendah	0.5454545454545454
Sean Harrigan dari Calpers the California Fund mengatakan hari ini kami sedang mencoba menarik babi dari palung.	Hari ini kami mencoba menarik babi itu dari palung, kata Mr. Harrigan.	1	sean harrigan dari calpers the california fund kata hari ini kami sedang coba tarik babi dari palung	hari ini kami coba tarik babi itu dari palung kata mr harrig	0.47368421052631576
Truk itu terlihat di daerah Campbells Creek yang sesuai dengan deskripsi yang kata Morris.	Sebuah truk pickup hitam juga terlihat di daerah Campbells Creek Morris.	1	truk itu lihat di daerah campbells creek yang sesuai dengan deskripsi yang kata morris	buah truk pickup hitam juga lihat di daerah campbells creek memorris	0.3333333333333333
Laporan otopsi awal menunjukkan bahwa mereka meninggal karena hipertermia dehidrasi dan mati lemas.	Dua lagi meninggal kemudian dan laporan otopsi awal menunjukkan bahwa mereka menyerah pada dehidrasi hipotermia dan mati lemas.	0	lapor otopsi awal tunjuk bahwa mereka tinggal karena hipertermia dehidrasi dan mati lemas	dua lagi tinggal kemudian dan lapor otopsi awal tunjuk bahwa mereka serah pada dehidrasi hipotermia dan mati lemas	0.5789473684210527
Sebagian besar dari mereka adalah orang Lebanon tetapi beberapa berasal dari Benin Guinea dan Sierra Leone.	Beberapa penumpang berasal dari Benin Guinea dan Sierra Leone.	0	bagi besar dari mereka adalah orang lebanon tetapi beberapa asal dari ban guinea dan sierra leone	beberapa tumpang asal dari ban guinea dan sierra leone	0.5
Pamflet akan dikeluarkan untuk umum melalui perpustakaan lokal rantai perangkat keras utama dan di situs web EPA www.epa.gov.	Ini akan didistribusikan melalui rantai toko perangkat keras utama dan perpustakaan lokal dan akan tersedia di situs web EPA www.epa.gov.	1	pamflet akan keluar untuk umum lalu pustaka lokal rantai perangkat keras utama dan di situs web epa wwwepagov	ini akan distribusi lalu rantai toko perangkat keras utama dan pustaka lokal dan akan sedia di situs web epa wwwepagov	0.6363636363636364
Kapten Michael J. Gansas diberitahu kemarin oleh Departemen Transportasi Kota yang direkomendasikan oleh seorang petugas pendengaran agensi bahwa ia dipecat.	Gansas mendapat lebih banyak kabar buruk kemarin dari Departemen Transportasi Kota yang direkomendasikan oleh petugas pendengaran kota.	1	kapten memichael j gansas beritahu kemarin oleh departemen transportasi kota yang rekomendasi oleh orang petugas dengar agens bahwa ia pecat	gansas dapat lebih banyak kabar buruk kemarin dari departemen transportasi kota yang rekomendasi oleh petugas dengar kota	0.4166666666666667
Sejak saat itu, penyelam polisi telah mencari di dekat bagian terdekat dari Long Island Sound mencari tiga yang tersisa.	Sejak itu penyelam polisi telah mencari air yang mencari tiga sisanya.	1	sejak saat itu penyelam polisi telah cari di dekat bagi dekat dari long island sound cari tiga yang sisa	sejak itu penyelam polisi telah cari air yang cari tiga sisa	0.5
Dia mengatakan mereka berbohong pada pernyataan tertulis yang disumpah yang mengharuskan mereka untuk mendaftar pernikahan sebelumnya.	Morgenthau mengatakan bahwa semua warga negara AS berbohong pada pernyataan tertulis yang disumpah yang mengharuskan mereka untuk mendaftar pernikahan sebelumnya.	1	dia kata mereka bohong pada nyata tulis yang sumpah yang harus mereka untuk daftar nikah belum	memorgenthau kata bahwa semua warga negara as bohong pada nyata tulis yang sumpah yang harus mereka untuk daftar nikah belum	0.65
Tn. Yandarbiyev tinggal di Doha Qatar dan otoritas Rusia tidak berhasil mencoba membuatnya diekstradisi selama hampir dua tahun.	Dia tinggal di Doha Qatar dari mana otoritas Rusia telah berusaha mengekstradisi dia selama hampir dua tahun.	1	tn yandarbiyev tinggal di doha qatar dan otoritas rusia tidak hasil coba buat ekstradisi lama hampir dua tahun	dia tinggal di doha qatar dari mana otoritas rusia telah usaha ekstradisi dia lama hampir dua tahun	0.4782608695652174
Pada bulan Desember ia mengantisipasi pertumbuhan 5,3 persen menjadi hampir 154 miliar.	Pada bulan Desember ia telah meramalkan tingkat pertumbuhan 5 persen.	0	pada bulan desember ia antisipasi tumbuh 53 persen jadi hampir 154 miliar	pada bulan desember ia telah ramal tingkat tumbuh 5 persen	0.4
Jelas krim Romawi dari jenis apa pun biasanya tidak bertahan dalam catatan arkeologis.	Jelas krim Romawi dari semua jenis cat atau kosmetik biasanya tidak bertahan ... cukup luar biasa.	1	jelas krim romawi dari jenis apa pun biasa tidak tahan dalam catat arkeologis	jelas krim romawi dari semua jenis cat atau kosmetik biasa tidak tahan  cukup luar biasa	0.42105263157894735
Saya mengambil kantornya dan akan terus membangunnya.	Ya, saya mengambil kantornya dan akan terus membangun dan terus bertarung, tambahnya.	0	saya ambil kantor dan akan terus bangun	iya saya ambil kantor dan akan terus bangun dan terus tarung tambah	0.7
Asosiasi itu mengatakan 28,2 juta DVD disewa dalam minggu yang berakhir 15 Juni dibandingkan dengan 27,3 juta kaset VHS.	Asosiasi dealer perangkat lunak video mengatakan 28,2 juta DVD disewakan minggu lalu dibandingkan dengan 27,3 juta kaset VHS.	1	asosiasi itu kata 282 juta dvd sewa dalam minggu yang akhir 15 juni banding dengan 273 juta kaset vhs	asosiasi dealer perangkat lunak video kata 282 juta dvd sewa minggu lalu banding dengan 273 juta kaset vhs	0.5217391304347826
SARS telah menewaskan 296 orang di daratan China dan terinfeksi lebih dari 5200.	Di seluruh daratan China, penyakit ini telah menewaskan 300 orang dan menginfeksi lebih dari 5270.	1	sars telah tewas 296 orang di darat china dan infeksi lebih dari 5200	di seluruh darat china penyakit ini telah tewas 300 orang dan infeksi lebih dari 5270	0.5555555555555556
Ketiga ...Kami tidak diizinkan membunuh wanita kecuali mereka yang bergabung dengan perang melawan Islam.	Di Jihad kita tidak diizinkan membunuh wanita kecuali mereka yang bergabung dengan perang melawan Islam.	1	tiga kami tidak izin bunuh wanita kecuali mereka yang gabung dengan perang memelaw islam	di jihad kita tidak izin bunuh wanita kecuali mereka yang gabung dengan perang memelaw islam	0.7058823529411765
Dengan aset -aset ini, Funny Cide memiliki peluang yang kuat untuk menjadi pemenang Triple Crown pertama sejak ditegaskan pada tahun 1978.	Funny Cide ingin menjadi balap kuda pemenang Triple Crown pertama dalam satu generasi.	0	dengan aset aset ini funny cide milik peluang yang kuat untuk jadi menang triple crown pertama sejak tegas pada tahun 1978	funny cide ingin jadi balap kuda menang triple crown pertama dalam satu generasi	0.2692307692307692
Perusahaan akan meluncurkan 800 hot spot atau zona WiFi akhir musim panas ini dan berencana untuk memiliki lebih dari 2100 pada akhir tahun.	Layanan ini akan diluncurkan akhir musim panas ini dengan 800 lokasi dan rencana sprint 2100 lokasi pada akhir tahun.	1	usaha akan luncur 800 hot spot atau zona wifi akhir musim panas ini dan rencana untuk milik lebih dari 2100 pada akhir tahun	layan ini akan luncur akhir musim panas ini dengan 800 lokasi dan rencana sprint 2100 lokasi pada akhir tahun	0.46153846153846156
Virus ini menyebar saat pengguna komputer yang tidak curiga membuka lampiran file dalam email yang berisi judul yang akrab seperti terima kasih dan detail kembali.	Sobig.f menyebar saat tidak curiga pengguna komputer membuka lampiran file dalam email yang berisi judul yang akrab seperti terima kasih detail atau film itu.	1	virus ini sebar saat guna komputer yang tidak curiga buka lampir file dalam email yang isi judul yang akrab seperti terima kasih dan detail kembali	sobigf sebar saat tidak curiga guna komputer buka lampir file dalam email yang isi judul yang akrab seperti terima kasih detail atau film itu	0.7037037037037037
Dari California Bush terbang ke Jepang pada hari Kamis diikuti oleh kunjungan ke Filipina Thailand Singapura Indonesia dan Australia sebelum kembali ke rumah pada 24 Oktober.	Selain Jepang, ia akan mengunjungi Filipina Thailand Singapura Indonesia dan Australia sebelum kembali ke rumah pada 24 Oktober.	1	dari california bush terbang ke jepang pada hari kamis ikut oleh kunjung ke filipina thailand singapura indonesia dan australia belum kembali ke rumah pada 24 oktober	selain jepang ia akan unjung filipina thailand singapura indonesia dan australia belum kembali ke rumah pada 24 oktober	0.5185185185185185
Transfer akan mengurangi tenaga kerja di seluruh dunia PGS menjadi sedikit kurang dari 100000.	Transfer akan mengurangi tenaga kerja di seluruh dunia PGS menjadi sedikit kurang dari 100.000 dari 110000 beberapa tahun yang lalu.	0	transfer akan kurang tenaga kerja di seluruh dunia pgs jadi sedikit kurang dari 100000	transfer akan kurang tenaga kerja di seluruh dunia pgs jadi sedikit kurang dari 100000 dari 110000 beberapa tahun yang lalu	0.7222222222222222
Dua orang Irak dan dua Saudi mengambil tak lama setelah ledakan itu memberikan informasi yang mengarah pada penangkapan yang lain mengatakan pejabat itu.	Pejabat yang berbicara dengan syarat anonim mengatakan bahwa dua orang Irak dan dua Saudi ditahan setelah serangan itu memberikan informasi yang mengarah pada penangkapan yang lain.	1	dua orang irak dan dua saudi ambil tak lama sete leda itu beri informasi yang arah pada tangkap yang lain kata pejabat itu	pejabat yang bicara dengan syarat anonim kata bahwa dua orang irak dan dua saudi ditah sete serang itu beri informasi yang arah pada tangkap yang lain	0.5925925925925926
Dalam surat -surat pengadilan yang diajukan pada Selasa, Lee meminta perintah terhadap penggunaan nama yang mengatakan bahwa dia tidak pernah memberikan persetujuannya untuk digunakan.	Dalam surat -surat yang diajukan Selasa di Mahkamah Agung Negara Bagian Manhattans Lee meminta perintah untuk menggunakan Viaoms dari nama Spike untuk TNN.	0	dalam surat surat adil yang diaju pada selasa lee minta perintah hadap guna nama yang kata bahwa dia tidak pernah beri tuju untuk guna	dalam surat surat yang diaju selasa di mahkamah agung negara bagi memanhattans lee minta perintah untuk guna viaoms dari nama spike untuk tnn	0.3548387096774194
Gereja sudah berduka atas kematian Chief Warrant Officer 3 Kyran Kennedy seorang anggota jemaat yang terbunuh dalam kecelakaan helikopter lain di Irak pada 7 November.	Gereja sudah berduka atas kematian seorang anggota jemaat yang terbunuh dalam kecelakaan helikopter lain di Irak pada 7 November.	1	gereja sudah duka atas mati chief warrant officer 3 kyran nnedy orang anggota jemaat yang bunuh dalam celaka helikopter lain di irak pada 7 november	gereja sudah duka atas mati orang anggota jemaat yang bunuh dalam celaka helikopter lain di irak pada 7 november	0.782608695652174
Glover mengatakan si pembunuh menggunakan slipknot aneh pada ligatur yang ia gunakan untuk mencekik beberapa korban.	Glover mengatakan si pembunuh menggunakan slipknot aneh termasuk kabel koaksial dan kabel ekstensi untuk mencekik beberapa korban.	0	glover kata si bunuh guna slipknot aneh pada ligatur yang ia guna untuk cekik beberapa korban	glover kata si bunuh guna slipknot aneh masuk kabel koaksial dan kabel ekstensi untuk cekik beberapa korban	0.55
Beratnya rata -rata 220 pound 100 kg dan perlu kehilangan antara 30 dan 80 pound.	Beratnya rata -rata 100 kilogram dan perlu kehilangan antara 14 dan 36 kilogram.	1	berat rata rata 220 pound 100 kg dan perlu hilang antara 30 dan 80 pound	berat rata rata 100 kilogram dan perlu hilang antara 14 dan 36 kilogram	0.4666666666666667
Jika tidak rusak, jangan perbaiki itu kata Pemimpin Minoritas Senat Tom Daschle Ds.D.Saya tidak melihat banyak rusak.	Jika tidak rusak, jangan perbaiki, kata Pemimpin Minoritas Senat Tom Daschle, Demokrat Dakota Selatan.	0	jika tidak rusak jangan baik itu kata pimpin minoritas senat tom daschle dsdsaya tidak lihat banyak rusak	jika tidak rusak jangan baik kata pimpin minoritas senat tom daschle demokrat dakota selatan	0.6111111111111112
Editor Media Jon Friedman berkontribusi pada cerita ini.	Jon Friedman adalah editor media untuk cbs.marketwatch.com di New York.	0	editor media jon friedman kontribusi pada cerita ini	jon friedm adalah editor media untuk cbsmarketwatchcom di new york	0.2
Putt -nya untuk birdie pendek tiga kaki tetapi dia menyelamatkan par tanpa kesulitan.	Dia meninggalkan birdie putt sekitar tiga kaki pendek tetapi menjatuhkan putt par.	1	putt nya untuk birdie pendek tiga kaki tetapi dia selamat par tanpa sulit	dia tinggal birdie putt sekitar tiga kaki pendek tetapi jatuh putt par	0.5
Tes ini dilakukan oleh University of California di Los Angeles dan Riverside dan dibayar 450000 dari ARB.	Tes yang dilakukan oleh UCLA dan UC Riverside dibayar dengan 450000 dari ARB.	1	tes ini laku oleh university of california di los angeles dan riverside dan bayar 450000 dari arb	tes yang laku oleh ucla dan uc riverside bayar dengan 450000 dari arb	0.45
Terhadap Franc Swiss CHF dolar berada di 1,3172 franc turun 0,60 persen.	Terhadap yen dolar turun 0,7 persen pada 110,73 yen.	0	hadap franc swiss chf dolar ada di 13172 franc turun 060 persen	hadap yen dolar turun 07 persen pada 11073 yen	0.26666666666666666
Sebaliknya, Weida memutuskan bahwa kasus Meesters atas tuduhan serangan tidak senonoh sodomi dan memberikan alkohol kepada anak di bawah umur harus melanjutkan ke pengadilan.	Douglas Meester 20 didakwa melakukan serangan tidak senonoh sodomi dan memberikan alkohol kepada anak di bawah umur.	0	balik weida putus bahwa kasus meesters atas tuduh serang tidak senonoh sodomi dan beri alkohol kepada anak di bawah umur harus lanjut ke adil	douglas memeester 20 dakwa laku serang tidak senonoh sodomi dan beri alkohol kepada anak di bawah umur	0.41379310344827586
Nama robot yang akan diluncurkan pada 205 p.m.dipilih dari antara 10.000 nama yang diajukan oleh anak -anak sekolah A.S.	Nama robot yang akan diluncurkan pada 205 p.m.705 malamPada hari Minggu dipilih dari antara 100.000 nama yang diajukan oleh A.S.	1	nama robot yang akan luncur pada 205 pmdipilih dari antara 10000 nama yang diaju oleh anak anak sekolah as	nama robot yang akan luncur pada 205 pm705 memalampada hari minggu pilih dari antara 100000 nama yang diaju oleh as	0.5454545454545454
Doris Brasher yang memiliki toko kelontong di dekat kantor polisi mengatakan banyak orang di kota Closnit mengenal orang -orang yang terbunuh.	Doris Brasher yang memiliki toko kelontong di Highway 96 mengatakan banyak orang di kota Closknit mengenal tiga pria yang terbunuh.	1	doris brasher yang milik toko kelontong di dekat kantor polisi kata banyak orang di kota closnit kenal orang orang yang bunuh	doris brasher yang milik toko kelontong di highway 96 kata banyak orang di kota closknit kenal tiga pria yang bunuh	0.5909090909090909
Craxi memohon padaku untuk campur tangan karena dia percaya operasi itu merusak negara bagian Berlusconi.	Saya tidak memiliki minat langsung dan Craxi memohon kepada saya untuk melakukan intervensi karena dia percaya bahwa kesepakatan itu merusak kesaksian negara bagian Berlusconi.	0	craxi mohon pada untuk campur tangan karena dia percaya operasi itu rusak negara bagi luscon	saya tidak milik minat langsung dan craxi mohon kepada saya untuk laku intervensi karena dia percaya bahwa sepakat itu rusak saksi negara bagi luscon	0.4074074074074074
Mills yang terkena dampak pengumuman Kamis adalah penggergajian di Grande Cache Alta.Sask Sungai Wortel.Chapleau Ont.dan Aberdeen Wash.	Mereka berlokasi di Grande Cache Alta.Sask Sungai Wortel.Chapleau Ont.dan Aberdeen Wash.	1	memills yang kena dampak umum kamis adalah gergaji di grande cache altasask sungai wortelchapleau ontdan aberdeen wash	mereka lokasi di grande cache altasask sungai wortelchapleau ontd aberdeen wash	0.4
Intel kecewa dan menilai opsinya jika Mr. Hamidi melanjutkan aktivitas spam -nya terhadap juru bicara Intel Chuck Mulloy mengatakan.	Juru bicara Intel Chuck Mulloy mengatakan perusahaan itu kecewa dan menilai opsinya jika Mr. Hamidi melanjutkan aktivitas spam -nya terhadap Intel.	1	intel kecewa dan nilai opsi jika mr hamidi lanjut aktivitas spam nya hadap juru bicara intel chuck mulloy kata	juru bicara intel chuck memulloy kata usaha itu kecewa dan nilai opsi jika mr hamid lanjut aktivitas spam nya hadap intel	0.7272727272727273
Itu adalah protes terbesar sejak ratusan ribu berbaris dalam kemarahan atas pembantaian aktivis demokrasi yang menduduki Tiananmen Square di Beijing pada tahun 1989.	Hong Kong belum melihat protes seperti itu sejak ratusan ribu berbaris karena kemarahan atas pembantaian aktivis demokrasi 1989 yang menduduki Beijings Tiananmen Square.	1	itu adalah protes besar sejak ratus ribu baris dalam marah atas bantai aktivis demokrasi yang duduk tiananmen square di beijing pada tahun 1989	hong kong belum lihat protes seperti itu sejak ratus ribu baris karena marah atas bantai aktivis demokrasi 1989 yang duduk beijings tiananmen square	0.5333333333333333
Perusahaan ini menyoroti penambahan dukungan .NET dan J2EE ke lingkungan aplikasi perusahaannya EAE dengan mainframe baru.	Perusahaan ini juga menambahkan dukungan .NET dan J2EE ke alat pengembangan Lingkungan Aplikasi Enterprise, Sapp, Sapp.	1	usaha ini sorot tambah dukung net dan j2ee ke lingkung aplikasi usaha eae dengan mainframe baru	usaha ini juga tambah dukung net dan j2ee ke alat embang lingkung aplikasi enterprise sapp sapp	0.5
Gubernur Linda Lingle dan anggota stafnya berada di pangkalan Angkatan Laut dan menyaksikan peluncuran.	Gubernur Linda Lingle dan pejabat tinggi lainnya dijadwalkan berada di pangkalan untuk menonton peluncuran.	1	gubernur linda lingle dan anggota staf ada di pangkal angkat laut dan saksi peluncur	gubernur linda lingle dan pejabat tinggi lain jadwal ada di pangkal untuk tonton peluncur	0.42105263157894735
Informasi itu pertama kali dilaporkan dalam edisi Todays di New York Times.	Informasi itu pertama kali dicetak kemarin di New York Times.	1	informasi itu pertama kali lapor dalam edisi todays di new york times	informasi itu pertama kali cetak kemarin di new york times	0.5714285714285714
Mr Annan juga memperingatkan AS tidak boleh menggunakan Perang Melawan Teror sebagai alasan untuk menekan kebebasan longherished.	Annan memperingatkan bahwa bahaya ekstremisme setelah 11 September tidak boleh digunakan sebagai alasan untuk menekan kebebasan longherished.	1	mr annan juga ingat as tidak boleh guna perang memelaw teror sebagai alas untuk memene bebas longherished	annan ingat bahwa bahaya ekstremisme sete 11 september tidak boleh guna sebagai alas untuk memene bebas longherished	0.4782608695652174
Euro menandai rekor tertinggi lain terhadap dolar pada hari Selasa karena permintaan untuk aset yang lebih tinggi dari Eurobased Assets menaungi data ekonomi A.S. yang solid.	Euro ROS lebih jauh ke dalam wilayah rekor pada hari Selasa karena permintaan untuk aset yang lebih tinggi dari Eurobased Asset yang menaungi data ekonomi A.S. yang menunjukkan meningkatnya kepercayaan konsumen dan pasar perumahan yang kuat.	0	euro nanda rekor tinggi lain hadap dolar pada hari selasa karena minta untuk aset yang lebih tinggi dari eurobased assets naung data ekonomi as yang solid	euro ros lebih jauh ke dalam wilayah rekor pada hari selasa karena minta untuk aset yang lebih tinggi dari eurobased asset yang naung data ekonomi as yang tunjuk tingkat percaya konsumen dan pasar rumah yang kuat	0.47368421052631576
Indeks Komposit Nasdaq yang ditranslakikan Teknologi .xic Rose 17,33 poin atau 1,07 persen menjadi 1640,13.	Indeks Poors 500 Standard yang lebih luas .spx naik 5,51 poin atau 0,56 persen menjadi 981,73.	0	indeks komposit menasdaq yang translaki teknologi xic rose 1733 poin atau 107 persen jadi 164013	indeks poors 500 standard yang lebih luas spx naik 551 poin atau 056 persen jadi 98173	0.24
Ini akan terjadi, kata Presiden Jim Santangelo dari Dewan Gabungan Teamsters 42 di El Monte.	Itu benar -benar mempengaruhi perusahaan besar kata Jim Santangelo presiden Dewan Gabungan Teamsters 42 di El Monte.	0	ini akan jadi kata presiden jim santangelo dari dewan gabung teamsters 42 di el monte	itu benar benar pengaruh usaha besar kata jim santangelo presiden dewan gabung teamsters 42 di el memonte	0.47619047619047616
Penyitaan terjadi pada jam 4 pagi pada 18 Maret hanya beberapa jam sebelum serangan udara Amerika pertama.	Penyitaan pukul 4 pagi pada tanggal 18 Maret selesai sebelum karyawan muncul untuk bekerja hari itu.	0	penyitaan jadi pada jam 4 pagi pada 18 maret hanya beberapa jam belum serang udara amerika pertama	penyita pukul 4 pagi pada tanggal 18 maret selesai belum karyawan muncul untuk kerja hari itu	0.20833333333333334
Bloomberg mengatakan pada hari Rabu bahwa semua 16 anggota kru selamat dan akan diuji untuk narkoba dan alkohol.	Dia mengatakan kru feri akan diwawancarai dan diuji untuk narkoba dan alkohol.	0	bloomberg kata pada hari rabu bahwa semua 16 anggota kru selamat dan akan diuji untuk menarkoba dan alkohol	dia kata kru feri akan wawancara dan diuji untuk menarkoba dan alkohol	0.4
Momen perhitungan telah tiba untuk negara Afrika Barat ini yang didirikan oleh budak -budak Amerika yang dibebaskan pada abad ke -19.	Taylor sekarang diperkirakan akan meninggalkan cangkang negara yang rusak yang didirikan oleh budak -budak Amerika yang dibebaskan pada abad ke -19.	0	momen hitung telah tiba untuk negara afrika barat ini yang diri oleh budak budak amerika yang bebas pada abad ke 19	taylor sekarang kira akan tinggal cangkang negara yang rusak yang diri oleh budak budak amerika yang bebas pada abad ke 19	0.4230769230769231
Di Community Colleges Tuition akan melonjak ke 2800 dari 2500.	Mahasiswa community college akan melihat biaya kuliah mereka sebesar 300 hingga 2800 atau 12 persen.	1	di community colleges tuition akan lonjak ke 2800 dari 2500	mahasiswa community college akan lihat biaya kuliah mereka besar 300 hingga 2800 atau 12 persen	0.13636363636363635
Namun penggunaan komersial kernel 2.6.0 masih berbulan -bulan untuk sebagian besar pelanggan.	Rilis komersial kernel 2,6 oleh distributor Linux utama masih masih beberapa bulan lagi.	1	namun guna komersial kernel 260 masih bulan bulan untuk bagi besar pelangg	rilis komersial rnel 26 oleh distributor linux utama masih masih beberapa bulan lagi	0.15
The Hulk Weekend mengambil melampaui rekor Juni sebelumnya 54,9 juta untuk Austin Powers mata -mata yang mengutuk saya.	Ini mengalahkan rekor sebelumnya dari 54,9 yang ditetapkan oleh Austin tahun 1999 -an kekuatan mata -mata yang mengutuk saya.	1	the hulk weekend ambil lampau rekor juni belum 549 juta untuk aust powers mata mata yang kutuk saya	ini alah rekor belum dari 549 yang tetap oleh aust tahun 1999 an kuat mata mata yang kutuk saya	0.3076923076923077
Waktu sekitar jam 4 pagi pada tanggal 18 Maret hanya beberapa jam sebelum rudal pinpoint pertama menghujani ibukota.	Penyitaan terjadi pada jam 4 pagi pada 18 Maret hanya beberapa jam sebelum serangan udara Amerika pertama.	0	waktu sekitar jam 4 pagi pada tanggal 18 maret hanya beberapa jam belum rudal pinpoint pertama hujan ibukota	penyita jadi pada jam 4 pagi pada 18 maret hanya beberapa jam belum serang udara amerika pertama	0.42857142857142855
Penyerangnya harus menembakkan roket mereka dari ratusan meter jauhnya dengan peluncur darurat yang tersembunyi di generator listrik portabel.	Penyerangnya harus meluncurkan pemogokan mereka dari ratusan meter jauhnya dengan peluncur roket darurat yang menyamar sebagai generator listrik portabel.	1	penyerangnya harus tembak roket mereka dari ratus meter jauh dengan peluncur darurat yang sembunyi di generator listrik portabel	penyerang harus luncur pemogo mereka dari ratus meter jauh dengan peluncur roket darurat yang samar sebagai generator listrik portabel	0.6086956521739131
Dia mengatakan pada hari Selasa perdebatan bahwa bendera Konfederasi adalah simbol rasis.	Meskipun Dean mengatakan selama perdebatan bahwa bendera Konfederasi adalah simbol rasis.	1	dia kata pada hari selasa debat bahwa bendera konfederasi adalah simbol rasis	meski dean kata lama debat bahwa bendera konfederasi adalah simbol rasis	0.5333333333333333
Di awal perdagangan AS, euro turun 1,06 persen pada 1,1607 EUR.	Dalam perdagangan sore hari di New York, Euro turun 0,83 persen terhadap dolar di 1,1633 EUR.	0	di awal dagang as euro turun 106 persen pada 11607 eur	dalam dagang sore hari di new york euro turun 083 persen hadap dolar di 11633 eur	0.3
Kecenderungan kanibalistik yang menyimpang adalah motivasi utama untuk pembunuhan dan tubuh Browns adalah pihak berwenang yang dimutilasi.	Mereka terbunuh selama beberapa hari pada bulan April 2001 dan kecenderungan kanibalistik yang menyimpang adalah motivasi utama bagi pembunuhan yang dikatakan pihak berwenang.	0	cenderung kanibalistik yang simpang adalah motivasi utama untuk bunuh dan tubuh browns adalah pihak wenang yang mutilasi	mereka bunuh lama beberapa hari pada bulan april 2001 dan cenderung kanibalistik yang simpang adalah motivasi utama bagi bunuh yang kata pihak wenang	0.44
Bush ingin melihat sebuah pesawat mendarat dengan cara yang sama seperti yang dikatakan para pilot untuk mendaratkan pesawat, sekretaris pers Gedung Putih, Ari Fleischer, kemarin.	Pada hari Selasa sebelum pidato Byrds Fleischer mengatakan Bush ingin melihat sebuah pesawat mendarat dengan cara yang sama seperti para pilot melihat sebuah pesawat mendarat.	0	bush ingin lihat buah pesawat darat dengan cara yang sama seperti yang kata para pilot untuk darat pesawat sekretaris pers gedung putih ari fleischer kemarin	pada hari selasa belum pidato byrds fleischer kata bush ingin lihat buah pesawat darat dengan cara yang sama seperti para pilot lihat buah pesawat darat	0.5357142857142857
Pada hari Senin, Perdana Menteri Palestina Mahmoud Abbas akan melapor kepada Parlemen Palestina tentang pencapaian pemerintahnya dalam 100 hari pertama di kantor.	Perdana Menteri Palestina Mahmoud Abbas harus mempertahankan catatan 100 hari pertamanya menjabat di hadapan parlemen hari ini karena korban tewas di wilayah yang diduduki terus meningkat.	0	pada hari senin perdana menteri palestina memahmoud abbas akan lapor kepada parlemen palestina tentang capai perin dalam 100 hari pertama di kantor	perdana menteri palestina memahmoud abbas harus tahan catat 100 hari pertama jabat di hadap parlemen hari ini karena korban tewas di wilayah yang duduk terus tingkat	0.29411764705882354
Selasa seorang prajurit tenggelam dalam saluran air di Irak utara.	Tentara lain tenggelam setelah menyelam ke dalam saluran air di Irak utara kata komando pusat.	1	selasa orang prajurit tenggelam dalam salur air di irak utara	tentara lain tenggelam sete selam ke dalam salur air di irak utara kata komando pusat	0.3888888888888889
Tingkat pengangguran sipil meningkat sedikit bulan lalu merosot menjadi 6,1 persen bahkan ketika perusahaan memangkas gaji sebesar 93000.	Tingkat pengangguran sipil meningkat sedikit bulan lalu _ meluncur turun menjadi 6,1 persen _ karena perusahaan memangkas gaji sebesar 93000 di tengah terus -menerus sinyal campuran tentang kesehatan ekonomi negara.	0	tingkat anggur sipil tingkat sedikit bulan lalu merosot jadi 61 persen bahkan ketika usaha mangkas gaji besar 93000	tingkat anggur sipil tingkat sedikit bulan lalu  luncur turun jadi 61 persen  karena usaha mangkas gaji besar 93000 di tengah terus terus sinyal campur tentang sehat ekonomi negara	0.4827586206896552
